outer,inner,epoch,rmse_typ,omega_1,omega_2,rho,sigma_1,sigma_2,LL
1,7,400,0.11562807,0.28886488,0.18975422,0.7907597,0.028654806,0.10238565,-204.2661
1,7,425,0.117999405,0.29850072,0.18936278,0.78649163,0.028563172,0.11055205,-203.79285
1,7,450,0.10974684,0.2847768,0.19452822,0.7554969,0.02835473,0.1001491,-207.02934
1,7,475,0.109635964,0.2818777,0.19095993,0.7905059,0.028512541,0.11314996,-205.05943
1,7,500,0.11215464,0.2995818,0.18122885,0.8020367,0.028724888,0.113687,-200.97604
1,7,525,0.111994594,0.271919,0.15591465,0.7500857,0.028318461,0.10976117,-206.30269
1,7,550,0.11412896,0.28261736,0.17737252,0.78161097,0.02750917,0.10067688,-202.0279
1,7,575,0.111051366,0.2744093,0.17864579,0.6910504,0.02873427,0.11348961,-202.17241
1,7,600,0.109685175,0.28722414,0.22561671,0.7691407,0.028098611,0.09360861,-206.95091
1,7,625,0.115268454,0.29387185,0.21759324,0.776259,0.02810058,0.097099125,-207.77425
1,7,650,0.11482162,0.29973182,0.20192459,0.7409252,0.028378949,0.102573514,-191.55043
1,7,675,0.12267481,0.28636643,0.19660528,0.7142903,0.029023347,0.10664837,-204.7551
1,7,700,0.11465329,0.29841667,0.20779678,0.77209157,0.028121443,0.094639584,-207.58498
1,7,725,0.11771768,0.29659203,0.19301097,0.7568367,0.028254492,0.10889258,-202.94594
1,7,750,0.1081222,0.28757015,0.18497238,0.71597743,0.027631747,0.10507567,-207.11711
1,7,775,0.12667316,0.2947885,0.21589796,0.747198,0.027870944,0.09506027,-202.59921
1,7,800,0.11731748,0.29719174,0.2014987,0.7451445,0.028141147,0.09759651,-197.27522
1,7,825,0.114378974,0.29590866,0.19263604,0.77210575,0.028569542,0.094634056,-205.72984
1,7,850,0.119581744,0.28937057,0.20087032,0.7509444,0.027841613,0.094393276,-207.12144
1,7,875,0.11050275,0.29797292,0.19370855,0.7566347,0.02812886,0.102880634,-204.09154
1,7,900,0.112778984,0.27638355,0.17918396,0.7755007,0.02818345,0.10410536,-202.0883
1,7,925,0.10747551,0.28509516,0.19327946,0.7134732,0.028169427,0.105681516,-204.31609
1,7,950,0.11478389,0.29238456,0.18242869,0.7792492,0.028391695,0.106785946,-205.53296
1,7,975,0.109681755,0.26877725,0.17143457,0.6980641,0.028502809,0.10271907,-205.03731
