fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,6,575,0.34995717,2.240117,0.02364323,-0.83103627,0.33931854,-208.93263
1,6,600,0.34988114,2.2396808,0.024116147,-0.8310466,0.33941957,-208.926
1,6,625,0.34980282,2.2396083,0.024169793,-0.83104813,0.33940464,-209.09425
1,6,650,0.34972242,2.238682,0.024198301,-0.83107036,0.33927312,-209.10109
1,6,675,0.34963992,2.2383022,0.024222387,-0.8310796,0.33921367,-209.26479
1,6,700,0.34955525,2.2379723,0.02427777,-0.8310864,0.33910608,-209.33165
1,6,725,0.34946838,2.2379735,0.024308255,-0.8310856,0.33906558,-209.44244
1,6,750,0.34937957,2.2379735,0.024333967,-0.8310856,0.33907926,-209.5272
1,6,775,0.34928972,2.2378352,0.024360726,-0.8310802,0.33963275,-209.62984
1,6,800,0.3491978,2.2373095,0.02438946,-0.83108544,0.33877772,-209.63066
1,6,825,0.34910256,2.2371652,0.02441517,-0.8310884,0.33860463,-209.82794
1,6,850,0.34900495,2.2371547,0.02444088,-0.83108854,0.33857208,-209.93028
1,6,875,0.34890544,2.2371547,0.024467288,-0.83108854,0.33845085,-210.03496
1,6,900,0.34880364,2.2371547,0.024494391,-0.83108854,0.3383559,-210.14183
1,6,925,0.34869948,2.2373464,0.024522308,-0.8310879,0.33823165,-210.25108
1,6,950,0.3485934,2.2373621,0.024551157,-0.8310879,0.33815515,-210.36232
1,6,975,0.3484851,2.2373626,0.024584424,-0.8310879,0.33803383,-210.4744
1,6,1000,0.34837463,2.2373626,0.024618851,-0.8310879,0.33793205,-210.59113
1,6,1025,0.34826198,2.2373626,0.024650836,-0.8310879,0.33782,-210.7111
1,6,1050,0.34814706,2.2373626,0.024683401,-0.8310879,0.3377069,-210.83151
1,6,1075,0.3480298,2.2373626,0.024716897,-0.8310879,0.33759004,-210.95541
1,6,1100,0.34791043,2.2369142,0.02475411,-0.83109903,0.33741516,-211.08104
1,6,1125,0.34778893,2.236442,0.024792952,-0.83111197,0.33730888,-211.20908
1,6,1150,0.34766483,2.2363517,0.024830282,-0.8311151,0.3372409,-211.3398
1,6,1175,0.3475385,2.2363455,0.02486784,-0.8311152,0.3371022,-211.47313
1,6,1200,0.34740967,2.2363455,0.02490656,-0.8311152,0.33697814,-211.60896
1,6,1225,0.34727842,2.2363455,0.024946444,-0.8311152,0.33684748,-211.746
1,6,1250,0.34714472,2.2363455,0.024987603,-0.8311152,0.33671546,-211.88863
1,6,1275,0.3470088,2.2356462,0.02503376,-0.8311302,0.33652833,-212.03247
1,6,1300,0.34687003,2.2355368,0.025077706,-0.83113146,0.33645937,-212.17862
1,6,1325,0.3467287,2.2355287,0.025123162,-0.83113146,0.33630028,-212.32793
1,6,1350,0.34658486,2.2355287,0.025169428,-0.83113146,0.33616495,-212.48003
1,6,1375,0.34643832,2.235736,0.025217786,-0.8311346,0.33596206,-212.63501
1,6,1400,0.3462891,2.235883,0.02526591,-0.8311307,0.33586347,-212.79282
1,6,1425,0.34613717,2.2359352,0.025315655,-0.8311277,0.33571795,-212.95355
1,6,1450,0.3459829,2.234925,0.025374815,-0.83115476,0.33551085,-213.11678
1,6,1475,0.3458256,2.2347243,0.02543025,-0.83116096,0.33542886,-213.28336
1,6,1500,0.34566534,2.2347076,0.0254858,-0.8311614,0.33525214,-213.45293
1,6,1525,0.34550244,2.234707,0.025542859,-0.8311614,0.33509338,-213.62509
1,6,1550,0.34533688,2.2346165,0.025602818,-0.83116555,0.33491787,-213.79202
1,6,1575,0.34516832,2.2345912,0.02566382,-0.83116645,0.33475497,-213.97906
1,6,1600,0.34499753,2.2346125,0.025524266,-0.83116496,0.33440188,-214.16003
1,6,1625,0.34482396,2.2346134,0.025374582,-0.83116496,0.33449182,-214.34357
1,6,1650,0.34464812,2.2346134,0.025422813,-0.83116496,0.33423385,-214.52977
1,6,1675,0.3444701,2.2346134,0.025487196,-0.83116496,0.33408085,-214.71786
1,6,1700,0.34429038,2.2346134,0.025554711,-0.83116496,0.3338998,-214.90825
1,6,1725,0.34410894,2.2346134,0.02562443,-0.83116496,0.33372298,-215.09988
1,6,1750,0.34392664,2.2346134,0.025696468,-0.83116496,0.33354434,-215.29262
1,6,1775,0.3437438,2.2335029,0.025778258,-0.8311927,0.33333695,-215.48573
1,6,1800,0.3435601,2.2332945,0.025856558,-0.8311979,0.3331825,-215.67343
1,6,1825,0.34337604,2.233279,0.025936129,-0.8311982,0.33300626,-215.87402
1,6,1850,0.34319162,2.2332785,0.026018249,-0.8311982,0.3328221,-216.06863
1,6,1875,0.34300658,2.233715,0.026095716,-0.8311707,0.33264947,-216.48979
1,6,1900,0.342821,2.2337341,0.02618293,-0.8311691,0.33247498,-216.46004
1,6,1925,0.34263438,2.233735,0.026273856,-0.8311691,0.33227175,-216.65733
1,6,1950,0.3424463,2.233735,0.02636756,-0.8311691,0.33209696,-216.85327
