fold,replicate,epoch,rmse_typ,omega_1,omega_2,rho,sigma,LL
1,4,1675,0.0658232,0.19542268,0.12903637,0.22813168,0.024895282,-952.0679
1,4,1700,0.06266492,0.20678772,0.1313954,0.19111386,0.024826095,-955.6531
1,4,1725,0.062488485,0.20012659,0.12798305,0.19516726,0.024956908,-955.6505
1,4,1750,0.062405687,0.20126653,0.12697774,0.21200329,0.024972256,-956.03015
1,4,1775,0.06258187,0.20682313,0.12658544,0.22001007,0.024894817,-954.40497
1,4,1800,0.062426012,0.20986472,0.13375096,0.18104702,0.025135368,-953.47906
1,4,1825,0.06401357,0.19595134,0.12055463,0.18020523,0.025052363,-955.20056
1,4,1850,0.062719345,0.1959264,0.12893175,0.17074445,0.024787603,-955.3355
1,4,1875,0.06343577,0.20627928,0.13031578,0.20643349,0.024999114,-953.86865
1,4,1900,0.0635809,0.22757143,0.12209668,0.22563587,0.025195701,-951.46295
1,4,1925,0.06271235,0.2014269,0.12851538,0.20356363,0.02499458,-956.04144
1,4,1950,0.06279425,0.20262004,0.12996742,0.20697789,0.024954814,-954.5491
